experiment,source,condition,split_mode,variant,baseline,metric,n,mean_delta_favorable,ci95_low,ci95_high,win_rate,cliffs_delta,wilcoxon_p,holm_p
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.05,0.0354,0.0668,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0654,0.0489,0.0807,0.9333,0.8667,0.0001,0.0178
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,-0.0007,-0.0027,0.0009,0.6,0.2,0.8904,1.0
noise,bindingdb_raw,all_pairs,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0054,-0.0102,-0.0005,0.2667,-0.4667,0.0554,1.0
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0512,0.0423,0.0613,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.043,0.0319,0.0542,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0409,0.0258,0.057,0.9333,0.8667,0.0002,0.0258
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0008,-0.0026,0.0038,0.7333,0.4667,0.3591,1.0
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.0026,-0.0107,0.0044,0.7333,0.4667,0.3894,1.0
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0574,0.0475,0.0686,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0492,0.0377,0.0614,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0499,0.0357,0.0645,0.9333,0.8667,0.0001,0.0178
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0006,-0.0024,0.0033,0.7333,0.4667,0.3591,1.0
noise,bindingdb_raw,high_margin,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0043,-0.0115,0.0018,0.6,0.2,0.7615,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0157,-0.0117,0.0457,0.6667,0.3333,0.2524,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0183,0.0017,0.0337,0.8,0.6,0.0637,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0048,-0.0275,0.0345,0.4,-0.2,0.8469,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,-0.0082,-0.0117,-0.0046,0.2,-0.6,0.0015,0.1785
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.0151,-0.0245,-0.006,0.2667,-0.4667,0.0084,0.8362
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0184,-0.0075,0.0452,0.8,0.6,0.1354,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0152,-0.0024,0.0311,0.8,0.6,0.1514,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0186,-0.0111,0.0455,0.7333,0.4667,0.1688,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,-0.0059,-0.0103,-0.0011,0.2,-0.6,0.0256,1.0
noise,bindingdb_raw,multi_source,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0108,-0.0214,-0.0003,0.3333,-0.3333,0.1354,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0008,-0.0275,0.0261,0.6667,0.3333,0.4887,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0107,-0.0026,0.0224,0.7333,0.4667,0.1354,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,-0.0,-0.0454,0.0415,0.6,0.2,0.7615,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,-0.0018,-0.0085,0.0042,0.6667,0.3333,0.4212,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.0028,-0.0162,0.0093,0.6,0.2,0.5245,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0103,-0.0167,0.0329,0.8,0.6,0.3303,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0146,0.0034,0.0256,0.8,0.6,0.073,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0018,-0.0423,0.0406,0.6,0.2,0.5245,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,-0.0022,-0.0098,0.0039,0.6,0.2,0.5245,1.0
noise,bindingdb_raw,high_similarity,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0036,-0.0183,0.0094,0.6,0.2,0.6387,1.0
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,roc_auc,15,0.0525,0.0388,0.0654,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,pr_auc,15,0.0589,0.0491,0.0694,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,mcc,15,0.0604,0.0344,0.0852,0.8,0.6,0.0015,0.1785
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,brier,15,0.0009,-0.0014,0.0033,0.5333,0.0667,0.8904,1.0
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_diff_scalars,ecfp_absdiff_xgb,ece_10,15,-0.008,-0.0142,-0.0015,0.2667,-0.4667,0.0413,1.0
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,roc_auc,15,0.0529,0.043,0.0628,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,pr_auc,15,0.0585,0.0507,0.0666,1.0,1.0,0.0001,0.0101
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,mcc,15,0.0552,0.0317,0.0768,0.8667,0.7333,0.0012,0.138
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,brier,15,0.0,-0.0022,0.0025,0.4,-0.2,0.804,1.0
noise,bindingdb_raw,equal_relation_rebuilt,family_scaffold_source_purged,rich_scalars_only,ecfp_absdiff_xgb,ece_10,15,-0.0111,-0.017,-0.0047,0.2,-0.6,0.0103,0.9946
