experiment,split_mode,variant,seed,train_source,test_source,coverage,accuracy,risk,positive_precision,positive_lift,cutoff_year
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.1,0.7746,0.2254,0.3473,1.1103,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.2,0.7109,0.2891,0.334,1.0679,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.4,0.6106,0.3894,0.3278,1.048,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.6,0.5149,0.4851,0.3262,1.043,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.8,0.4664,0.5336,0.3242,1.0366,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,1.0,0.4646,0.5354,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.1,0.8052,0.1948,0.4513,1.443,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.2,0.7194,0.2806,0.4032,1.289,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.4,0.6537,0.3463,0.3698,1.1824,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.6,0.6008,0.3992,0.35,1.1191,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.8,0.5683,0.4317,0.3358,1.0736,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,1.0,0.5557,0.4443,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.1,0.7706,0.2294,0.4811,1.5383,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.2,0.7029,0.2971,0.4307,1.3772,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.4,0.6558,0.3442,0.3828,1.224,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.6,0.6252,0.3748,0.3565,1.14,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.8,0.602,0.398,0.3347,1.0701,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,1.0,0.5843,0.4157,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.1,0.8235,0.1765,0.4491,1.4359,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.2,0.7801,0.2199,0.3989,1.2755,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.4,0.7392,0.2608,0.3682,1.1774,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.6,0.706,0.294,0.3534,1.13,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.8,0.6781,0.3219,0.3371,1.0779,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,1.0,0.6488,0.3512,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.1,0.755,0.245,0.3562,1.1388,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.2,0.7105,0.2895,0.3382,1.0814,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.4,0.5781,0.4219,0.3326,1.0633,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.6,0.494,0.506,0.3319,1.0611,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.8,0.463,0.537,0.3247,1.0381,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,1.0,0.4511,0.5489,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.1,0.8128,0.1872,0.4509,1.4416,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.2,0.7363,0.2637,0.4112,1.3146,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.4,0.6504,0.3496,0.3726,1.1913,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.6,0.6114,0.3886,0.3532,1.1293,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.8,0.5845,0.4155,0.3357,1.0733,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,1.0,0.5659,0.4341,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.1,0.7932,0.2068,0.4713,1.507,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.2,0.7243,0.2757,0.4205,1.3445,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.4,0.6457,0.3543,0.3828,1.224,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.6,0.6103,0.3897,0.3585,1.1464,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.8,0.5897,0.4103,0.3353,1.072,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,1.0,0.5748,0.4252,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.1,0.8239,0.1761,0.4589,1.4672,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.2,0.7803,0.2197,0.4121,1.3175,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.4,0.7392,0.2608,0.3777,1.2076,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.6,0.7111,0.2889,0.3539,1.1317,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.8,0.6861,0.3139,0.3374,1.0789,
cross_database_transfer,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,1.0,0.6558,0.3442,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,0.1,0.6852,0.3148,0.3664,1.1715,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,0.2,0.6822,0.3178,0.354,1.1319,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,0.4,0.598,0.402,0.3353,1.0722,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,0.6,0.5025,0.4975,0.329,1.0518,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,0.8,0.4648,0.5352,0.3187,1.0189,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,0,chembl_raw,bindingdb_raw,1.0,0.4712,0.5288,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,0.1,0.8057,0.1943,0.4593,1.4686,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,0.2,0.7587,0.2413,0.4205,1.3445,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,0.4,0.6918,0.3082,0.3774,1.2066,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,0.6,0.6406,0.3594,0.3465,1.1077,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,0.8,0.619,0.381,0.3336,1.0667,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,1.0,0.5996,0.4004,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,0.1,0.7817,0.2183,0.454,1.4515,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,0.2,0.7392,0.2608,0.4067,1.3004,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,0.4,0.6826,0.3174,0.365,1.1671,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,0.6,0.6486,0.3514,0.3447,1.1023,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,0.8,0.6275,0.3725,0.3314,1.0596,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,1.0,0.6055,0.3945,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,0.1,0.7652,0.2348,0.43,1.3748,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,0.2,0.7421,0.2579,0.3952,1.2635,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,0.4,0.7163,0.2837,0.3533,1.1298,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,0.6,0.7014,0.2986,0.3373,1.0784,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,0.8,0.6881,0.3119,0.328,1.0487,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,1.0,0.6619,0.3381,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.1,0.6861,0.3139,0.333,1.0648,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.2,0.6658,0.3342,0.3324,1.063,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.4,0.5848,0.4152,0.3294,1.0534,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.6,0.5017,0.4983,0.3275,1.0471,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0.8,0.4626,0.5374,0.3178,1.016,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,1.0,0.4698,0.5302,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.1,0.799,0.201,0.462,1.4771,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.2,0.7481,0.2519,0.4209,1.3459,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.4,0.6855,0.3145,0.3768,1.2048,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.6,0.6555,0.3445,0.344,1.0999,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0.8,0.6366,0.3634,0.3312,1.0589,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,1.0,0.6132,0.3868,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.1,0.7821,0.2179,0.4718,1.5084,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.2,0.7323,0.2677,0.4249,1.3587,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.4,0.6883,0.3117,0.3753,1.1998,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.6,0.6639,0.3361,0.3492,1.1165,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0.8,0.6395,0.3605,0.3303,1.0562,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,1.0,0.6137,0.3863,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.1,0.7759,0.2241,0.4171,1.3335,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.2,0.7478,0.2522,0.374,1.1959,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.4,0.717,0.283,0.3508,1.1216,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.6,0.7002,0.2998,0.3376,1.0795,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0.8,0.6813,0.3187,0.3292,1.0525,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,1.0,0.6551,0.3449,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.1,0.683,0.317,0.3308,1.0577,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.2,0.6693,0.3307,0.3369,1.0772,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.4,0.5854,0.4146,0.332,1.0615,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.6,0.5093,0.4907,0.3259,1.0421,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0.8,0.4619,0.5381,0.319,1.0201,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,1.0,0.4664,0.5336,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.1,0.811,0.189,0.4713,1.507,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.2,0.7561,0.2439,0.4316,1.3801,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.4,0.6911,0.3089,0.3747,1.198,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.6,0.6423,0.3577,0.3473,1.1104,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0.8,0.6199,0.3801,0.3344,1.0693,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,1.0,0.5971,0.4029,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.1,0.787,0.213,0.4687,1.4985,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.2,0.7389,0.2611,0.4107,1.3132,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.4,0.6767,0.3233,0.3744,1.197,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.6,0.6535,0.3465,0.3434,1.098,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0.8,0.6351,0.3649,0.3303,1.056,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,1.0,0.6126,0.3874,0.3128,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.1,0.7554,0.2446,0.4389,1.4032,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.2,0.7338,0.2662,0.3878,1.24,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.4,0.7204,0.2796,0.3529,1.1284,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.6,0.7039,0.2961,0.3397,1.0862,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0.8,0.6882,0.3118,0.3258,1.0418,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,1.0,0.6601,0.3399,0.3128,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.1,0.7553,0.2447,0.5164,1.3569,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.2,0.6466,0.3534,0.4859,1.2768,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.4,0.6016,0.3984,0.431,1.1325,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.6,0.6019,0.3981,0.4166,1.0948,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0.8,0.6032,0.3968,0.4081,1.0723,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,1.0,0.6031,0.3969,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.1,0.8234,0.1766,0.6316,1.6597,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.2,0.7581,0.2419,0.5852,1.5377,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.4,0.6864,0.3136,0.5109,1.3426,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.6,0.651,0.349,0.4573,1.2016,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0.8,0.628,0.372,0.4277,1.124,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,1.0,0.6072,0.3928,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.1,0.836,0.164,0.614,1.6133,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.2,0.7421,0.2579,0.5738,1.5078,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.4,0.6792,0.3208,0.512,1.3453,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.6,0.6442,0.3558,0.458,1.2035,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,0.8,0.6203,0.3797,0.4248,1.1162,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,1.0,0.5993,0.4007,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.1,0.9268,0.0732,0.7401,1.9448,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.2,0.8717,0.1283,0.6605,1.7356,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.4,0.7934,0.2066,0.5644,1.483,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.6,0.7532,0.2468,0.4925,1.2941,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,0.8,0.7128,0.2872,0.4401,1.1563,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,1.0,0.6777,0.3223,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.1,0.7292,0.2708,0.513,1.3481,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.2,0.6403,0.3597,0.4834,1.2702,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.4,0.6113,0.3887,0.4348,1.1425,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.6,0.613,0.387,0.4201,1.104,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0.8,0.6131,0.3869,0.4114,1.0811,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,1.0,0.6114,0.3886,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.1,0.841,0.159,0.6232,1.6376,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.2,0.7568,0.2432,0.5852,1.5377,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.4,0.6849,0.3151,0.5111,1.3431,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.6,0.6507,0.3493,0.4594,1.2072,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0.8,0.6277,0.3723,0.4255,1.1182,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,1.0,0.6104,0.3896,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.1,0.8444,0.1556,0.6283,1.6509,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.2,0.743,0.257,0.5827,1.5311,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.4,0.6767,0.3233,0.512,1.3453,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.6,0.6472,0.3528,0.4563,1.1991,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,0.8,0.6225,0.3775,0.4255,1.1182,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,1.0,0.5992,0.4008,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.1,0.9294,0.0706,0.7494,1.9691,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.2,0.8713,0.1287,0.6714,1.7643,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.4,0.7987,0.2013,0.5646,1.4835,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.6,0.7601,0.2399,0.4982,1.3092,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,0.8,0.7175,0.2825,0.4413,1.1596,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,1.0,0.6825,0.3175,0.3806,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,2,bindingdb_raw,chembl_raw,0.1,0.7275,0.2725,0.5198,1.3658,
