experiment,split_mode,variant,seed,train_source,test_source,bin,bin_left,bin_right,n,mean_prob,observed_rate,cutoff_year
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,2,0.2,0.3,1088,0.2807,0.1664,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,3,0.3,0.4,4268,0.3537,0.2561,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,4,0.4,0.5,8702,0.4624,0.2907,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,5,0.5,0.6,7835,0.5365,0.375,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,6,0.6,0.7,589,0.6189,0.489,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,7,0.7,0.8,2,0.7169,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,1,0.1,0.2,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,2,0.2,0.3,910,0.2733,0.1637,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,3,0.3,0.4,4242,0.3539,0.2636,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,4,0.4,0.5,9903,0.4597,0.2998,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,5,0.5,0.6,6675,0.5366,0.3634,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,6,0.6,0.7,748,0.6267,0.4893,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,7,0.7,0.8,6,0.7144,0.6667,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,0,0.0,0.1,142,0.0706,0.0141,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,1,0.1,0.2,946,0.1639,0.2146,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,2,0.2,0.3,3944,0.2594,0.2756,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,3,0.3,0.4,7718,0.3527,0.3037,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,4,0.4,0.5,6505,0.446,0.3176,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,5,0.5,0.6,2525,0.5392,0.4,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,6,0.6,0.7,606,0.6371,0.4637,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,7,0.7,0.8,95,0.7352,0.3895,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,8,0.8,0.9,1,0.8279,0.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0,chembl_raw,bindingdb_raw,9,0.9,1.0,2,0.9245,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,1,0.1,0.2,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,2,0.2,0.3,36,0.2901,0.1111,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,3,0.3,0.4,1584,0.3745,0.2904,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,4,0.4,0.5,6696,0.4589,0.2879,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,5,0.5,0.6,14069,0.5195,0.327,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,6,0.6,0.7,99,0.6264,0.3939,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,7,0.7,0.8,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,1,0.1,0.2,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,2,0.2,0.3,858,0.2826,0.1457,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,3,0.3,0.4,4361,0.3522,0.2662,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,4,0.4,0.5,9699,0.461,0.2882,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,5,0.5,0.6,6877,0.535,0.3788,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,6,0.6,0.7,687,0.6246,0.5022,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,7,0.7,0.8,2,0.7032,0.5,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,1,0.1,0.2,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,2,0.2,0.3,1000,0.2694,0.154,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,3,0.3,0.4,3783,0.3536,0.267,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,4,0.4,0.5,10304,0.4575,0.2908,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,5,0.5,0.6,6562,0.5361,0.3741,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,6,0.6,0.7,827,0.6278,0.4982,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,7,0.7,0.8,8,0.7091,0.625,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,0,0.0,0.1,154,0.0716,0.0325,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,1,0.1,0.2,807,0.1651,0.2082,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,2,0.2,0.3,3939,0.2603,0.2711,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,3,0.3,0.4,7665,0.3516,0.3063,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,4,0.4,0.5,6628,0.4445,0.3257,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,5,0.5,0.6,2511,0.5392,0.3644,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,6,0.6,0.7,662,0.6374,0.4683,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,7,0.7,0.8,111,0.7348,0.4775,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,8,0.8,0.9,6,0.8275,0.8333,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,9,0.9,1.0,1,0.9587,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,1,0.1,0.2,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,2,0.2,0.3,53,0.2907,0.2642,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,3,0.3,0.4,1450,0.3741,0.2855,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,4,0.4,0.5,6678,0.4593,0.2898,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,5,0.5,0.6,14218,0.5199,0.3261,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,6,0.6,0.7,85,0.6296,0.3882,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,7,0.7,0.8,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,1,0.1,0.2,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,2,0.2,0.3,1173,0.2788,0.1509,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,3,0.3,0.4,4268,0.353,0.2617,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,4,0.4,0.5,8690,0.4609,0.2963,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,5,0.5,0.6,7557,0.5372,0.3668,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,6,0.6,0.7,794,0.6255,0.4899,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,7,0.7,0.8,2,0.7085,1.0,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,0,0.0,0.1,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,1,0.1,0.2,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,2,0.2,0.3,1040,0.2734,0.1529,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,3,0.3,0.4,4051,0.3529,0.2703,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,4,0.4,0.5,10135,0.4583,0.2948,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,5,0.5,0.6,6388,0.5387,0.3687,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,6,0.6,0.7,858,0.6271,0.5012,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,7,0.7,0.8,12,0.7138,0.4167,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,8,0.8,0.9,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,0,0.0,0.1,179,0.0654,0.0559,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,1,0.1,0.2,805,0.1646,0.2534,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,2,0.2,0.3,3893,0.2593,0.2746,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,3,0.3,0.4,7948,0.3521,0.2972,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,4,0.4,0.5,6346,0.4456,0.3208,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,5,0.5,0.6,2612,0.5398,0.3886,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,6,0.6,0.7,576,0.637,0.4826,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,7,0.7,0.8,118,0.7303,0.4746,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,8,0.8,0.9,7,0.8346,0.2857,
cross_database_transfer,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,2,chembl_raw,bindingdb_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,2,0.2,0.3,185,0.2613,0.0378,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,3,0.3,0.4,285,0.3499,0.186,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,4,0.4,0.5,8649,0.4929,0.3673,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,5,0.5,0.6,2694,0.5274,0.4577,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,6,0.6,0.7,72,0.6192,0.7361,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,7,0.7,0.8,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,0,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,2,0.2,0.3,240,0.2588,0.0167,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,3,0.3,0.4,1148,0.3558,0.1559,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,4,0.4,0.5,4747,0.4556,0.324,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,5,0.5,0.6,4102,0.5454,0.4381,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,6,0.6,0.7,1400,0.6312,0.595,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,7,0.7,0.8,248,0.7256,0.6935,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,0,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,2,0.2,0.3,443,0.2873,0.0451,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,3,0.3,0.4,1129,0.3555,0.1993,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,4,0.4,0.5,4328,0.4559,0.3246,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,5,0.5,0.6,4151,0.5461,0.4259,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,6,0.6,0.7,1526,0.6341,0.5924,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,7,0.7,0.8,308,0.7456,0.6526,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,0,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,0,0.0,0.1,526,0.0543,0.038,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,1,0.1,0.2,733,0.1537,0.0914,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,2,0.2,0.3,1396,0.2565,0.2285,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,3,0.3,0.4,2478,0.3524,0.291,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,4,0.4,0.5,2644,0.4489,0.3767,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,5,0.5,0.6,2077,0.5478,0.4911,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,6,0.6,0.7,1103,0.643,0.6147,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,7,0.7,0.8,584,0.7448,0.7175,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,8,0.8,0.9,281,0.8462,0.8043,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,0,bindingdb_raw,chembl_raw,9,0.9,1.0,63,0.9242,0.9048,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,1,0.1,0.2,1,0.1971,0.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,2,0.2,0.3,191,0.2521,0.0419,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,3,0.3,0.4,276,0.3531,0.163,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,4,0.4,0.5,8940,0.4934,0.3668,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,5,0.5,0.6,2386,0.5303,0.4711,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,6,0.6,0.7,90,0.6185,0.7333,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,7,0.7,0.8,1,0.7085,1.0,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,ecfp_absdiff_xgb,1,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,2,0.2,0.3,321,0.2624,0.0249,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,3,0.3,0.4,1110,0.3527,0.1703,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,4,0.4,0.5,4713,0.4566,0.3202,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,5,0.5,0.6,4052,0.5461,0.4427,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,6,0.6,0.7,1458,0.6335,0.5926,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,7,0.7,0.8,231,0.7337,0.6883,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,8,0.8,0.9,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_diff_scalars,1,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,0,0.0,0.1,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,1,0.1,0.2,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,2,0.2,0.3,656,0.2843,0.0579,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,3,0.3,0.4,778,0.3616,0.2134,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,4,0.4,0.5,4606,0.4561,0.3294,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,5,0.5,0.6,3980,0.5463,0.4211,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,6,0.6,0.7,1562,0.6358,0.5915,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,7,0.7,0.8,295,0.751,0.6712,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,8,0.8,0.9,8,0.8047,0.5,
cross_database_transfer,bindingdb_to_chembl_matched_targets,rich_scalars_only,1,bindingdb_raw,chembl_raw,9,0.9,1.0,0,,,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,0,0.0,0.1,596,0.0552,0.0319,
cross_database_transfer,bindingdb_to_chembl_matched_targets,extratrees_scalars,1,bindingdb_raw,chembl_raw,1,0.1,0.2,652,0.1553,0.1288,
