experiment,split_mode,variant,seed,train_source,test_source,target_accession,target_display,n_test,positive_rate,activity_delta_mean,tanimoto_mean,n_pair_scaffolds,n_document_sources_mean,pr_auc,roc_auc,mcc,base_rate,bedroc20,precision_at_1pct,ef_1pct,ap_at_1pct,hits_at_1pct,precision_at_5pct,ef_5pct,ap_at_5pct,hits_at_5pct,precision_at_10pct,ef_10pct,ap_at_10pct,hits_at_10pct,precision_at_50,hits_at_50,precision_at_100,hits_at_100,cutoff_year
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P35372,Mu-type opioid receptor,881,0.3269,0.476,0.7833,338,1.2633,0.4008,0.5861,0.108,0.3269,0.4556,0.7778,2.3792,0.6198,7,0.5111,1.5635,0.3071,23,0.427,1.3061,0.2363,38,0.54,27,0.42,42,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,O60674,Tyrosine-protein kinase JAK2,2270,0.178,0.3334,0.773,902,1.4004,0.2838,0.6527,0.0934,0.178,0.3565,0.6087,3.4201,0.4151,14,0.3947,2.218,0.2154,45,0.2996,1.6832,0.1415,68,0.5,25,0.41,41,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P49841,Glycogen synthase kinase-3 beta,1515,0.1842,0.384,0.7664,422,1.7452,0.1655,0.4271,-0.1193,0.1842,0.1826,0.125,0.6788,0.0387,2,0.1447,0.7859,0.031,11,0.1908,1.036,0.0381,29,0.16,8,0.2,20,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P00742,Coagulation factor X,643,0.5008,0.9152,0.7789,364,1.367,0.5541,0.5319,0.0598,0.5008,0.6516,0.5714,1.1411,0.4667,4,0.697,1.3918,0.5272,23,0.6154,1.2289,0.4388,40,0.62,31,0.6,60,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P04150,Glucocorticoid receptor,1510,0.2536,0.4826,0.7646,608,1.2841,0.3265,0.632,0.1756,0.2536,0.2609,0.25,0.9856,0.1144,4,0.1447,0.5706,0.0408,11,0.2781,1.0966,0.0673,42,0.14,7,0.19,19,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P23458,Tyrosine-protein kinase JAK1,934,0.1842,0.3266,0.7583,589,1.6478,0.3163,0.7224,0.1641,0.1842,0.3429,0.4,2.1721,0.1462,4,0.2979,1.6175,0.1106,14,0.3404,1.8486,0.119,32,0.3,15,0.34,34,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P35462,D(3) dopamine receptor,400,0.3675,0.6675,0.7691,186,1.4675,0.3921,0.5133,0.039,0.3675,0.3886,0.75,2.0408,0.6875,3,0.3,0.8163,0.228,6,0.375,1.0204,0.1945,15,0.38,19,0.33,33,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P10275,Androgen receptor,739,0.2923,0.5441,0.775,244,1.4709,0.3857,0.6416,0.1906,0.2923,0.4005,0.25,0.8553,0.0729,2,0.4324,1.4795,0.1513,16,0.4189,1.4332,0.1622,31,0.44,22,0.44,44,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,Q9Y5N1,Histamine H3 receptor,1315,0.4106,0.7382,0.776,585,1.1757,0.4906,0.579,0.1118,0.4106,0.5743,0.7143,1.7394,0.594,10,0.6212,1.5128,0.427,41,0.5303,1.2914,0.345,70,0.62,31,0.59,59,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",1146,0.322,0.561,0.7642,402,1.212,0.3234,0.5072,0.003,0.322,0.2927,0.3333,1.0352,0.0986,4,0.2586,0.8032,0.0796,15,0.3043,0.9452,0.0886,35,0.26,13,0.28,28,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,Q01959,Sodium-dependent dopamine transporter,528,0.2235,0.4015,0.7769,188,1.2008,0.2451,0.5553,0.0798,0.2235,0.2209,0.1667,0.7458,0.0333,1,0.1852,0.8286,0.0407,5,0.2264,1.0131,0.0515,12,0.24,12,0.25,25,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P41143,Delta-type opioid receptor,1057,0.3065,0.58,0.7858,457,1.4163,0.3867,0.5116,0.0101,0.3065,0.5263,1.0,3.2623,1.0,11,0.5283,1.7235,0.4206,28,0.5,1.6312,0.3284,53,0.54,27,0.52,52,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P41145,Kappa-type opioid receptor,992,0.5514,1.0688,0.7753,354,1.7782,0.7402,0.6885,0.2519,0.5514,0.8754,0.8,1.4508,0.5809,8,0.94,1.7047,0.8145,47,0.88,1.5959,0.7723,88,0.94,47,0.88,88,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P00734,Prothrombin,491,0.336,0.655,0.7718,308,1.3625,0.3897,0.529,0.0573,0.336,0.4664,0.4,1.1903,0.4,2,0.44,1.3093,0.2625,11,0.46,1.3688,0.2435,23,0.46,23,0.43,43,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P21917,D(4) dopamine receptor,456,0.3421,0.5766,0.7812,207,1.1996,0.4077,0.552,0.084,0.3421,0.4683,0.8,2.3385,0.6433,4,0.4348,1.2709,0.3244,10,0.3913,1.1438,0.2397,18,0.38,19,0.44,44,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P08908,5-hydroxytryptamine receptor 1A,664,0.4051,0.7068,0.7792,289,1.2139,0.4766,0.5857,0.1319,0.4051,0.5091,0.4286,1.0579,0.2,3,0.5294,1.3068,0.2687,18,0.5075,1.2526,0.2588,34,0.5,25,0.54,54,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,Q99720,Sigma non-opioid intracellular receptor 1,823,0.2503,0.487,0.7922,351,1.2078,0.3352,0.6633,0.2482,0.2503,0.2677,0.1111,0.4439,0.0159,1,0.1905,0.761,0.0339,8,0.3253,1.2996,0.0784,27,0.2,10,0.34,34,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,Q9HAZ1,Dual specificity protein kinase CLK4,919,0.2884,0.5863,0.7733,283,1.1251,0.3521,0.5429,0.0419,0.2884,0.4278,0.7,2.4275,0.594,7,0.4783,1.6586,0.3051,22,0.3804,1.3193,0.2086,35,0.46,23,0.37,37,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,1,chembl_raw,bindingdb_raw,P31645,Sodium-dependent serotonin transporter,402,0.2662,0.4929,0.7808,229,1.2363,0.3774,0.6028,0.1471,0.2662,0.4925,0.6,2.2542,0.42,3,0.5238,1.968,0.3116,11,0.5122,1.9243,0.297,21,0.42,21,0.38,38,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P11309,Serine/threonine-protein kinase pim-1,1595,0.3361,0.5684,0.7625,456,1.3843,0.3972,0.5852,0.1201,0.3361,0.4034,0.25,0.7439,0.0632,4,0.3625,1.0787,0.1169,29,0.4562,1.3577,0.1723,73,0.32,16,0.37,37,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P35367,Histamine H1 receptor,1008,0.2808,0.5486,0.7844,373,1.2867,0.3882,0.6057,0.1038,0.2808,0.5104,0.6364,2.2666,0.4281,7,0.6275,2.2349,0.4263,32,0.4653,1.6575,0.2878,47,0.62,31,0.46,46,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P00519,Tyrosine-protein kinase ABL1,1361,0.4533,0.7713,0.7612,420,1.5129,0.5196,0.5898,0.1552,0.4533,0.5093,0.2143,0.4727,0.1726,3,0.4783,1.055,0.2242,33,0.5401,1.1915,0.2722,74,0.48,24,0.55,55,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,O43614,Orexin receptor type 2,835,0.382,0.6712,0.7624,403,1.7078,0.4892,0.582,0.1537,0.382,0.6061,0.8889,2.3267,0.8765,8,0.6667,1.745,0.5274,28,0.5595,1.4646,0.4,47,0.64,32,0.56,56,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P35372,Mu-type opioid receptor,881,0.3269,0.476,0.7833,338,1.2633,0.4063,0.6075,0.1625,0.3269,0.4262,0.4444,1.3596,0.3383,4,0.4,1.2236,0.2397,18,0.3596,1.0999,0.1839,32,0.38,19,0.39,39,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,O60674,Tyrosine-protein kinase JAK2,2270,0.178,0.3334,0.773,902,1.4004,0.2775,0.6463,0.1274,0.178,0.3652,0.3478,1.9544,0.1714,8,0.4211,2.3658,0.1901,48,0.3172,1.7822,0.1335,72,0.46,23,0.43,43,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P49841,Glycogen synthase kinase-3 beta,1515,0.1842,0.384,0.7664,422,1.7452,0.1628,0.4114,-0.1179,0.1842,0.195,0.25,1.3575,0.0564,4,0.2237,1.2146,0.0541,17,0.1842,1.0003,0.043,28,0.2,10,0.21,21,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P00742,Coagulation factor X,643,0.5008,0.9152,0.7789,364,1.367,0.5259,0.5173,0.0714,0.5008,0.5527,0.2857,0.5705,0.119,2,0.5455,1.0892,0.2755,18,0.6,1.1981,0.324,39,0.56,28,0.58,58,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P04150,Glucocorticoid receptor,1510,0.2536,0.4826,0.7646,608,1.2841,0.3316,0.6399,0.1842,0.2536,0.2772,0.125,0.4928,0.0214,2,0.1711,0.6744,0.0359,13,0.3046,1.201,0.0713,46,0.24,12,0.19,19,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P23458,Tyrosine-protein kinase JAK1,934,0.1842,0.3266,0.7583,589,1.6478,0.3314,0.7069,0.2037,0.1842,0.3907,0.4,2.1721,0.3571,4,0.4468,2.4263,0.2198,21,0.3723,2.0219,0.1712,35,0.42,21,0.37,37,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P35462,D(3) dopamine receptor,400,0.3675,0.6675,0.7691,186,1.4675,0.4043,0.5387,0.0631,0.3675,0.3802,0.75,2.0408,0.6042,3,0.3,0.8163,0.2073,6,0.325,0.8844,0.1576,13,0.42,21,0.41,41,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P10275,Androgen receptor,739,0.2923,0.5441,0.775,244,1.4709,0.3793,0.6328,0.1762,0.2923,0.4106,0.25,0.8553,0.0562,2,0.4324,1.4795,0.1677,16,0.4189,1.4332,0.173,31,0.44,22,0.43,43,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,Q9Y5N1,Histamine H3 receptor,1315,0.4106,0.7382,0.776,585,1.1757,0.483,0.579,0.1154,0.4106,0.5614,0.6429,1.5655,0.5244,9,0.6212,1.5128,0.4173,41,0.5227,1.2729,0.3367,69,0.64,32,0.59,59,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",1146,0.322,0.561,0.7642,402,1.212,0.3233,0.4993,0.0061,0.322,0.3136,0.1667,0.5176,0.1667,2,0.3103,0.9638,0.1251,18,0.3565,1.1072,0.1273,41,0.36,18,0.32,32,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,Q01959,Sodium-dependent dopamine transporter,528,0.2235,0.4015,0.7769,188,1.2008,0.2734,0.5728,0.0536,0.2235,0.3057,0.3333,1.4915,0.0889,2,0.2593,1.1601,0.0777,7,0.3208,1.4352,0.0967,17,0.3,15,0.34,34,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P41143,Delta-type opioid receptor,1057,0.3065,0.58,0.7858,457,1.4163,0.4192,0.5794,0.0945,0.3065,0.5768,0.8182,2.6692,0.7339,9,0.6792,2.2159,0.5525,36,0.5377,1.7543,0.3879,57,0.7,35,0.55,55,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P41145,Kappa-type opioid receptor,992,0.5514,1.0688,0.7753,354,1.7782,0.7373,0.6959,0.2534,0.5514,0.8398,0.9,1.6322,0.8154,9,0.84,1.5234,0.7202,42,0.83,1.5052,0.7048,83,0.84,42,0.83,83,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P00734,Prothrombin,491,0.336,0.655,0.7718,308,1.3625,0.4291,0.5701,0.091,0.336,0.5449,0.8,2.3806,0.71,4,0.56,1.6664,0.3646,14,0.58,1.7259,0.3584,29,0.58,29,0.45,45,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P21917,D(4) dopamine receptor,456,0.3421,0.5766,0.7812,207,1.1996,0.3959,0.5329,0.074,0.3421,0.4599,0.8,2.3385,0.5433,4,0.4783,1.398,0.3123,11,0.3913,1.1438,0.2196,18,0.4,20,0.42,42,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P08908,5-hydroxytryptamine receptor 1A,664,0.4051,0.7068,0.7792,289,1.2139,0.4904,0.6029,0.1124,0.4051,0.5273,0.4286,1.0579,0.2755,3,0.5,1.2342,0.2591,17,0.5672,1.4,0.2991,38,0.54,27,0.58,58,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,Q99720,Sigma non-opioid intracellular receptor 1,823,0.2503,0.487,0.7922,351,1.2078,0.3486,0.6726,0.2364,0.2503,0.3112,0.2222,0.8878,0.0437,2,0.3095,1.2366,0.0778,13,0.3133,1.2515,0.0875,26,0.3,15,0.36,36,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,Q9HAZ1,Dual specificity protein kinase CLK4,919,0.2884,0.5863,0.7733,283,1.1251,0.3428,0.5181,0.0221,0.2884,0.4364,0.7,2.4275,0.5748,7,0.4783,1.6586,0.3163,22,0.3696,1.2816,0.2136,34,0.46,23,0.38,38,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,1,chembl_raw,bindingdb_raw,P31645,Sodium-dependent serotonin transporter,402,0.2662,0.4929,0.7808,229,1.2363,0.3829,0.5901,0.0862,0.2662,0.512,0.4,1.5028,0.3333,2,0.5238,1.968,0.312,11,0.5122,1.9243,0.2942,21,0.5,25,0.4,40,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P11309,Serine/threonine-protein kinase pim-1,1595,0.3361,0.5684,0.7625,456,1.3843,0.3648,0.5322,0.0599,0.3361,0.3809,0.4375,1.3019,0.3094,7,0.3625,1.0787,0.1577,29,0.4,1.1903,0.1649,64,0.32,16,0.37,37,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P35367,Histamine H1 receptor,1008,0.2808,0.5486,0.7844,373,1.2867,0.3742,0.5852,0.1138,0.2808,0.4915,0.5455,1.9428,0.3097,6,0.549,1.9555,0.344,28,0.4455,1.587,0.2589,45,0.56,28,0.45,45,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P00519,Tyrosine-protein kinase ABL1,1361,0.4533,0.7713,0.7612,420,1.5129,0.5107,0.5729,0.0611,0.4533,0.5452,0.5714,1.2605,0.2998,8,0.5797,1.2787,0.3353,40,0.5547,1.2237,0.3111,76,0.6,30,0.53,53,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,O43614,Orexin receptor type 2,835,0.382,0.6712,0.7624,403,1.7078,0.5088,0.5689,0.1393,0.382,0.6837,1.0,2.6176,1.0,9,0.7381,1.932,0.6974,31,0.619,1.6204,0.506,52,0.66,33,0.62,62,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P35372,Mu-type opioid receptor,881,0.3269,0.476,0.7833,338,1.2633,0.3758,0.5598,0.0822,0.3269,0.3882,0.6667,2.0394,0.5231,6,0.3778,1.1556,0.2083,17,0.3596,1.0999,0.1661,32,0.36,18,0.4,40,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,O60674,Tyrosine-protein kinase JAK2,2270,0.178,0.3334,0.773,902,1.4004,0.2763,0.6419,0.1224,0.178,0.3549,0.4348,2.443,0.2539,10,0.3947,2.218,0.1982,45,0.2996,1.6832,0.1347,68,0.54,27,0.39,39,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P49841,Glycogen synthase kinase-3 beta,1515,0.1842,0.384,0.7664,422,1.7452,0.1709,0.3541,-0.1218,0.1842,0.2427,0.375,2.0363,0.2424,6,0.2895,1.5719,0.1359,22,0.1776,0.9646,0.076,27,0.36,18,0.24,24,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P00742,Coagulation factor X,643,0.5008,0.9152,0.7789,364,1.367,0.579,0.5711,0.1159,0.5008,0.6413,0.8571,1.7116,0.8367,6,0.6061,1.2102,0.4684,20,0.6308,1.2596,0.4402,41,0.64,32,0.65,65,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P04150,Glucocorticoid receptor,1510,0.2536,0.4826,0.7646,608,1.2841,0.3673,0.6571,0.1497,0.2536,0.4112,0.25,0.9856,0.1521,4,0.4079,1.6081,0.1743,31,0.4371,1.7232,0.1841,66,0.44,22,0.41,41,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P23458,Tyrosine-protein kinase JAK1,934,0.1842,0.3266,0.7583,589,1.6478,0.2829,0.6816,0.1034,0.1842,0.2815,0.2,1.086,0.2,2,0.234,1.2709,0.085,11,0.2872,1.5597,0.0937,27,0.26,13,0.29,29,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P35462,D(3) dopamine receptor,400,0.3675,0.6675,0.7691,186,1.4675,0.4205,0.5345,0.1467,0.3675,0.4688,0.5,1.3605,0.2917,2,0.45,1.2245,0.2501,9,0.45,1.2245,0.2202,18,0.48,24,0.49,49,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P10275,Androgen receptor,739,0.2923,0.5441,0.775,244,1.4709,0.383,0.6252,0.1195,0.2923,0.4301,0.5,1.7106,0.2923,4,0.5135,1.7569,0.2448,19,0.4189,1.4332,0.1983,31,0.46,23,0.39,39,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,Q9Y5N1,Histamine H3 receptor,1315,0.4106,0.7382,0.776,585,1.1757,0.5213,0.6045,0.1744,0.4106,0.6258,0.6429,1.5655,0.4977,9,0.6667,1.6235,0.469,44,0.6136,1.4943,0.4133,81,0.7,35,0.62,62,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",1146,0.322,0.561,0.7642,402,1.212,0.3235,0.5085,-0.014,0.322,0.3055,0.1667,0.5176,0.0375,2,0.3103,0.9638,0.0881,18,0.313,0.9722,0.0935,36,0.34,17,0.32,32,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,Q01959,Sodium-dependent dopamine transporter,528,0.2235,0.4015,0.7769,188,1.2008,0.2588,0.5559,0.0654,0.2235,0.2765,0.1667,0.7458,0.0417,1,0.2963,1.3258,0.0733,8,0.3396,1.5197,0.0973,18,0.3,15,0.27,27,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P41143,Delta-type opioid receptor,1057,0.3065,0.58,0.7858,457,1.4163,0.4359,0.5778,0.0661,0.3065,0.6088,1.0,3.2623,1.0,11,0.6792,2.2159,0.612,36,0.5377,1.7543,0.4282,57,0.72,36,0.55,55,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P41145,Kappa-type opioid receptor,992,0.5514,1.0688,0.7753,354,1.7782,0.7131,0.6821,0.2693,0.5514,0.8019,0.7,1.2695,0.5714,7,0.84,1.5234,0.6645,42,0.8,1.4508,0.6465,80,0.84,42,0.8,80,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P00734,Prothrombin,491,0.336,0.655,0.7718,308,1.3625,0.4412,0.5875,0.1233,0.336,0.5474,1.0,2.9758,1.0,5,0.6,1.7855,0.4952,15,0.5,1.4879,0.3493,25,0.5,25,0.43,43,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P21917,D(4) dopamine receptor,456,0.3421,0.5766,0.7812,207,1.1996,0.3936,0.5501,0.0738,0.3421,0.4306,0.4,1.1692,0.3,2,0.4783,1.398,0.2411,11,0.4565,1.3344,0.2175,21,0.46,23,0.41,41,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P08908,5-hydroxytryptamine receptor 1A,664,0.4051,0.7068,0.7792,289,1.2139,0.4895,0.6059,0.0793,0.4051,0.4976,0.7143,1.7631,0.6619,5,0.4706,1.1616,0.3048,16,0.5224,1.2895,0.2944,35,0.48,24,0.48,48,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,Q99720,Sigma non-opioid intracellular receptor 1,823,0.2503,0.487,0.7922,351,1.2078,0.3863,0.6273,0.1807,0.2503,0.4769,0.7778,3.1073,0.7639,7,0.4762,1.9025,0.3707,20,0.4217,1.6847,0.2653,35,0.42,21,0.4,40,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,Q9HAZ1,Dual specificity protein kinase CLK4,919,0.2884,0.5863,0.7733,283,1.1251,0.324,0.5151,0.0408,0.2884,0.3939,0.6,2.0808,0.3396,6,0.3913,1.357,0.2099,18,0.3261,1.1308,0.158,30,0.42,21,0.33,33,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,1,chembl_raw,bindingdb_raw,P31645,Sodium-dependent serotonin transporter,402,0.2662,0.4929,0.7808,229,1.2363,0.365,0.5618,0.1369,0.2662,0.5018,0.6,2.2542,0.4533,3,0.5714,2.1469,0.4021,12,0.4634,1.7411,0.2875,19,0.42,21,0.36,36,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,P11309,Serine/threonine-protein kinase pim-1,1595,0.3361,0.5684,0.7625,456,1.3843,0.3521,0.5335,0.0534,0.3361,0.3239,0.125,0.372,0.0451,2,0.275,0.8183,0.0731,22,0.3562,1.0601,0.1092,57,0.28,14,0.32,32,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,P35367,Histamine H1 receptor,1008,0.2808,0.5486,0.7844,373,1.2867,0.3215,0.5296,0.0628,0.2808,0.3757,0.4545,1.619,0.4023,5,0.4706,1.6762,0.2497,24,0.3267,1.1638,0.1624,33,0.46,23,0.33,33,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,P00519,Tyrosine-protein kinase ABL1,1361,0.4533,0.7713,0.7612,420,1.5129,0.4936,0.5528,0.0782,0.4533,0.5878,0.6429,1.418,0.4,9,0.6377,1.4066,0.4144,44,0.5693,1.2559,0.3599,78,0.66,33,0.59,59,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,O43614,Orexin receptor type 2,835,0.382,0.6712,0.7624,403,1.7078,0.4076,0.5373,0.0572,0.382,0.4206,0.3333,0.8725,0.0963,3,0.3571,0.9348,0.1379,15,0.4405,1.153,0.184,37,0.42,21,0.42,42,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,P35372,Mu-type opioid receptor,881,0.3269,0.476,0.7833,338,1.2633,0.3775,0.5494,0.0987,0.3269,0.4947,0.7778,2.3792,0.501,7,0.5111,1.5635,0.3266,23,0.4607,1.4092,0.266,41,0.5,25,0.47,47,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,O60674,Tyrosine-protein kinase JAK2,2270,0.178,0.3334,0.773,902,1.4004,0.1989,0.5748,0.0646,0.178,0.1809,0.1304,0.7329,0.0366,3,0.1667,0.9365,0.0254,19,0.2026,1.1386,0.036,46,0.08,4,0.14,14,
cross_database_transfer,chembl_to_bindingdb_exact_ligand_purged,ecfp_absdiff_xgb,2,chembl_raw,bindingdb_raw,P49841,Glycogen synthase kinase-3 beta,1515,0.1842,0.384,0.7664,422,1.7452,0.229,0.5702,0.0006,0.1842,0.323,0.25,1.3575,0.1455,4,0.3816,2.072,0.1315,29,0.3289,1.7862,0.1173,50,0.3,15,0.4,40,
