panel,metric,display_metric,seed,fold,fold_mode,value,source_artifact,audit_scope
fig2c_scaffold_overlap,pair_scaffold_overlap_rate,Pair-scaffold overlap rate,4,1,target_cluster_balanced,0.0075727381426863,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2c_scaffold_overlap,pair_scaffold_overlap_rate,Pair-scaffold overlap rate,4,2,target_cluster_balanced,0.0093881157499447,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2c_scaffold_overlap,pair_scaffold_overlap_rate,Pair-scaffold overlap rate,4,3,target_cluster_balanced,0.3676453386360978,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2c_scaffold_overlap,pair_scaffold_overlap_rate,Pair-scaffold overlap rate,4,4,target_cluster_balanced,0.4402785838653511,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,0,random,0.2311024172139164,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,1,random,0.0219658361645904,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,2,random,0.1901931649331352,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,3,random,0.2235731384654151,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,4,random,0.2313980492336275,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,0,random,0.0931338363025423,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,1,random,0.1874718848403058,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,2,random,0.110186161872452,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,3,random,0.2391380518570427,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,4,random,0.1936276517323286,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,0,random,0.0795299849537866,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,1,random,0.2195073500198649,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,2,random,0.2185769066893907,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,3,random,0.202108384121232,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,4,random,0.0521334428409402,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,0,random,0.0977136787970261,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,1,random,0.2114898989898989,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,2,random,0.2324439231784195,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,3,random,0.246447881302653,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,4,random,0.0255469430812273,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,0,random,0.1762011400651466,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,1,random,0.12906600249066,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,2,random,0.1995411029353588,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,3,random,0.150735294117647,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,4,random,0.0850469573717836,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,0,target_cluster_balanced,0.0126719676890066,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,1,target_cluster_balanced,0.2462045726294431,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,2,target_cluster_balanced,0.2079743759664236,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,3,target_cluster_balanced,0.1989034064395707,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,0,4,target_cluster_balanced,0.1529329608938547,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,0,target_cluster_balanced,0.0126719676890066,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,1,target_cluster_balanced,0.2462045726294431,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,2,target_cluster_balanced,0.2079743759664236,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,3,target_cluster_balanced,0.1990876125862674,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,1,4,target_cluster_balanced,0.1528728961114335,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,0,target_cluster_balanced,0.0126719676890066,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,1,target_cluster_balanced,0.2462045726294431,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,2,target_cluster_balanced,0.2079743759664236,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,3,target_cluster_balanced,0.1989034064395707,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,2,4,target_cluster_balanced,0.1529329608938547,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,0,target_cluster_balanced,0.0126719676890066,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,1,target_cluster_balanced,0.2462045726294431,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,2,target_cluster_balanced,0.2079743759664236,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,3,target_cluster_balanced,0.1990876125862674,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,3,4,target_cluster_balanced,0.1528728961114335,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,0,target_cluster_balanced,0.0126719676890066,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,1,target_cluster_balanced,0.2462045726294431,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,2,target_cluster_balanced,0.2079743759664236,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,3,target_cluster_balanced,0.1990876125862674,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
fig2d_positive_rate,test_positive_rate,Positive-pair rate,4,4,target_cluster_balanced,0.1528728961114335,results/leakage_and_split_audit.csv,ACNet random vs target-cluster-balanced fold leakage audit
