benchmark,source,condition,split_mode,variant,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,mcc_mean,mcc_std,roc_auc_count,n_train_mean,n_test_mean,train_retention_after_purge_mean,target_overlap_rate_mean,exact_ligand_overlap_rate_mean,scaffold_overlap_rate_mean,document_source_overlap_rate_mean,ef_1pct_mean,ef_5pct_mean,bedroc20_mean,precision_at_50_mean
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_exact_ligand_purged,extratrees_scalars,0.5981333784238535,0.0068778908461612,0.4117077751328818,0.0074288844549025,0.1213464571565038,0.0110709951442857,3,7710.0,22484.0,0.648716870004207,1.0,0.0,0.1443693293008361,0.0,2.4158007837188724,1.761166139973876,0.5156056381967552,0.7933333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_exact_ligand_purged,rich_diff_scalars,0.5925562672534496,0.0006084089794273,0.3954810870914562,0.0022036068045949,0.1062440199828629,0.0029575380336497,3,7710.0,22484.0,0.648716870004207,1.0,0.0,0.1443693293008361,0.0,1.9657986769477096,1.6380076686470315,0.4768242318508577,0.82
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_exact_ligand_purged,rich_scalars_only,0.5972325021393026,0.0007277880312943,0.3988525439744368,0.0025011124620415,0.118662188913876,0.0018939522267463,3,7710.0,22484.0,0.648716870004207,1.0,0.0,0.1443693293008361,0.0,2.070009691147348,1.6579024986305988,0.482638645635598,0.7000000000000001
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_matched_targets,ecfp_absdiff_xgb,0.5502523316238546,0.0020222484877002,0.3570091703189175,0.0014266398166488,0.0535164328710173,0.001781129244996,3,11885.0,22484.0,1.0,1.0,0.1173723536737235,0.1959170966020281,0.0,1.9373774912569,1.4722174187839716,0.4366186608639437,0.7399999999999999
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_matched_targets,extratrees_scalars,0.6328165378814853,0.0007545175564258,0.4629440937765845,0.0036492191640287,0.169071443420568,0.0039529884026815,3,11885.0,22484.0,1.0,1.0,0.1173723536737235,0.1959170966020281,0.0,2.7568550120085957,2.1694838410651838,0.6130791281077003,0.8333333333333334
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_matched_targets,rich_diff_scalars,0.6049472179176028,0.0008266162533059,0.4063797236359918,0.0019483300838191,0.1374941490778772,0.0026995857926027,3,11885.0,22484.0,1.0,1.0,0.1173723536737235,0.1959170966020281,0.0,2.283168583828424,1.4826385202039354,0.4751547761175627,0.7933333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_matched_targets,rich_scalars_only,0.6076862406227278,0.0006835599445077,0.4119362457779181,0.0026791615127799,0.1473369591821784,0.0033015481705849,3,11885.0,22484.0,1.0,1.0,0.1173723536737235,0.1959170966020281,0.0,2.482116883664097,1.5546388572873215,0.4850325167507818,0.7933333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_pair_scaffold_purged,ecfp_absdiff_xgb,0.5321714560588672,0.0027643974289068,0.3384963308952464,0.0032827522468639,0.0409101015022675,0.0018605510762363,3,5933.0,22484.0,0.4992006731173748,1.0,0.0632449742038783,0.1437021882227361,0.0,1.6721130914760038,1.2003214090085534,0.371376407675503,0.7000000000000001
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_pair_scaffold_purged,extratrees_scalars,0.5885327503494496,0.0041400699844638,0.394198399855284,0.0040577390053803,0.1056262126738947,0.0110094853916511,3,5933.0,22484.0,0.4992006731173748,1.0,0.0632449742038783,0.1437021882227361,0.0,1.8757982555934771,1.5859021615472126,0.4736561682921791,0.7799999999999999
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_pair_scaffold_purged,rich_diff_scalars,0.5846799073716583,0.0023642371159314,0.3896872166737899,0.001640591192025,0.1031094233194821,0.0028794528898487,3,5933.0,22484.0,0.4992006731173748,1.0,0.0632449742038783,0.1437021882227361,0.0,1.9989567269203217,1.5527441115746008,0.4659008385236186,0.7133333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_pair_scaffold_purged,rich_scalars_only,0.5976602077373987,0.003020214738467,0.4007777606378357,0.0011404240492663,0.1280268780817397,0.0106056232684276,3,5933.0,22484.0,0.4992006731173748,1.0,0.0632449742038783,0.1437021882227361,0.0,1.7952715628028484,1.6275865672270675,0.4853008786844527,0.6466666666666666
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_scaffold_purged,ecfp_absdiff_xgb,0.5255826458213141,0.0029614820458011,0.3260242283682817,0.0031647674260337,0.039782463214283,0.0014963174736466,3,3024.0,22484.0,0.254438367690366,1.0,0.0,0.0,0.0,1.0184258205873675,0.9795835334765938,0.3279853665582609,0.4266666666666667
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_scaffold_purged,extratrees_scalars,0.5587543031469075,0.0017225808791392,0.3665625992260292,0.0018671070324041,0.0806362533997329,0.0100334230514843,3,3024.0,22484.0,0.254438367690366,1.0,0.0,0.0,0.0,1.5631652129945646,1.4826385202039354,0.4353113780441692,0.4933333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_scaffold_purged,rich_diff_scalars,0.58455316007412,0.0019226433839929,0.3887309327465912,0.001554805408069,0.1151595162129685,0.0051096757108614,3,3024.0,22484.0,0.254438367690366,1.0,0.0,0.0,0.0,1.5489546201491595,1.5802179244090506,0.4656814337951358,0.52
Remaining P0-P1,Remaining P0-P1,default,chembl_to_bindingdb_scaffold_purged,rich_scalars_only,0.5787822704727356,0.0045721530580823,0.3852219338593625,0.0050030212408746,0.1057064431991389,0.0088751474635017,3,3024.0,22484.0,0.254438367690366,1.0,0.0,0.0,0.0,1.5631652129945646,1.57927055155269,0.4661871150781115,0.48
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_future_only,ecfp_absdiff_xgb,0.519614184378316,0.0061862800061445,0.3000582949757275,0.0051109160060987,0.0474594605912485,0.0268212395811961,3,6975.0,4503.0,1.0,0.620253164556962,0.0448589829002886,0.09526982011992,0.0510770597379524,1.008174699387307,0.7957899580529638,0.2588445605010664,0.2866666666666667
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_future_only,extratrees_scalars,0.6201840670135285,0.0081561183558875,0.4313095767468356,0.0021959616345627,0.1753713425964595,0.0006991925107713,3,6975.0,4503.0,1.0,0.620253164556962,0.0448589829002886,0.09526982011992,0.0510770597379524,2.704858949575702,1.9919773792772304,0.5535883567852453,0.8133333333333334
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_future_only,rich_diff_scalars,0.6303901339928893,0.00486666692618,0.4223051209180806,0.0045008467363693,0.1605100631752255,0.0017857942075008,3,6975.0,4503.0,1.0,0.620253164556962,0.0448589829002886,0.09526982011992,0.0510770597379524,2.139297532846237,2.001987315856513,0.5324813559168624,0.6266666666666666
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_future_only,rich_scalars_only,0.6249676122159603,0.0147909814978066,0.416811641114855,0.0111111145097329,0.1618900641913387,0.0113118766282292,3,6975.0,4503.0,1.0,0.620253164556962,0.0448589829002886,0.09526982011992,0.0510770597379524,2.237656040103535,1.981967442697948,0.5230681467810802,0.66
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_scaffold_source_purged,ecfp_absdiff_xgb,0.508848429599793,0.0057329773064323,0.2987552451181383,0.0042845820056407,-0.0266867643948362,0.0299123963513324,3,5561.0,4503.0,0.7972759856630823,0.52187430601821,0.0,0.0,0.0,0.7622784312440615,0.6706657508119319,0.2538366139087997,0.2133333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_scaffold_source_purged,extratrees_scalars,0.5964276471931852,0.0059072981287438,0.3681161072439849,0.0076962151454216,0.1296204990268492,0.015644398558315,3,5561.0,4503.0,0.7972759856630823,0.52187430601821,0.0,0.0,0.0,1.3278398479735265,1.3913811845202766,0.4102462419979857,0.3866666666666666
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_scaffold_source_purged,rich_diff_scalars,0.6381341362023769,0.0103996372900973,0.3890753143432028,0.0073260691498427,0.1375103215606302,0.0114060741626557,3,5561.0,4503.0,0.7972759856630823,0.52187430601821,0.0,0.0,0.0,1.4999672356737983,1.4364258991270482,0.4179532724680446,0.4333333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2005_scaffold_source_purged,rich_scalars_only,0.6263901438001794,0.0010459452047385,0.3756534335630739,0.0027679225997099,0.1101721497265127,0.015892787834314,3,5561.0,4503.0,0.7972759856630823,0.52187430601821,0.0,0.0,0.0,1.524556862488123,1.401391121099559,0.4048031271950366,0.4266666666666667
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_future_only,ecfp_absdiff_xgb,0.4973421546084147,0.0093209523952193,0.2847358506922249,0.0068678757761888,0.0238299087406319,0.0110375966926987,3,9244.0,2234.0,1.0,0.3137869292748433,0.0170098478066248,0.0425246195165622,0.0282005371530886,2.2347630898355537,1.309613997113997,0.3150788644001253,0.5066666666666667
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_future_only,extratrees_scalars,0.5794458815800279,0.0248508878691123,0.3281883460985427,0.0229897468014918,0.1131797921171974,0.036773666992402,3,9244.0,2234.0,1.0,0.3137869292748433,0.0170098478066248,0.0425246195165622,0.0282005371530886,0.9266090860293758,1.432740099406766,0.3712500970476244,0.3133333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_future_only,rich_diff_scalars,0.6114291629027401,0.0194307095609125,0.3469075416495861,0.0071333011647345,0.1070767914214934,0.0160656568841718,3,9244.0,2234.0,1.0,0.3137869292748433,0.0170098478066248,0.0425246195165622,0.0282005371530886,1.4171668374566924,1.4887065095398426,0.3859476563253863,0.3866666666666667
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_future_only,rich_scalars_only,0.6243238619254879,0.0156801342796621,0.3557759020904873,0.0087124683245754,0.125857254236606,0.0069274528530701,3,9244.0,2234.0,1.0,0.3137869292748433,0.0170098478066248,0.0425246195165622,0.0282005371530886,1.090128336505148,1.578252765752766,0.3971013360240982,0.3933333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_scaffold_source_purged,ecfp_absdiff_xgb,0.4862632079603624,0.0242691071750355,0.2825320735962784,0.0185774047799238,-0.0020157784070756,0.0313851586793789,3,8891.0,2234.0,0.9618130679359584,0.3137869292748433,0.0,0.0,0.0,2.2347630898355533,1.354387125220459,0.3174970853933352,0.5
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_scaffold_source_purged,extratrees_scalars,0.5915205578823466,0.0209554905514479,0.3322522837906242,0.018142474529478,0.1077610486714689,0.0194918843794846,3,8891.0,2234.0,0.9618130679359584,0.3137869292748433,0.0,0.0,0.0,0.7085834187283462,1.3991602533269198,0.3633912508118666,0.2733333333333334
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_scaffold_source_purged,rich_diff_scalars,0.5955702006515015,0.0277692459186402,0.340865273784615,0.0292606917152402,0.1045297620526305,0.0544932487642757,3,8891.0,2234.0,0.9618130679359584,0.3137869292748433,0.0,0.0,0.0,1.635192504757722,1.578252765752766,0.3934549819857757,0.4066666666666667
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2010_scaffold_source_purged,rich_scalars_only,0.5876313952533464,0.0301261720010971,0.3349272946740886,0.020962277860715,0.1074426179073012,0.008160378958826,3,8891.0,2234.0,0.9618130679359584,0.3137869292748433,0.0,0.0,0.0,1.0356219196798906,1.5670594837261502,0.3910943769960751,0.38
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_future_only,ecfp_absdiff_xgb,0.553131571360738,0.0156948173789714,0.2640608998201408,0.0162168299051361,0.0103780865896046,0.021048630240904,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,6.023809523809523,2.777210884353741,0.3922972795133125,0.4599999999999999
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_future_only,extratrees_scalars,0.5527086725003392,0.0314595467776719,0.188874398094493,0.0247850047143096,0.0554976908647739,0.0679884066402899,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,1.0952380952380951,1.5646258503401358,0.2258284100240748,0.24
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_future_only,rich_diff_scalars,0.6516956230497897,0.0281186862999294,0.3020582188924925,0.0160818411512592,0.2277336365557312,0.0083773524318184,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,3.468253968253968,3.4421768707483,0.4473662649311059,0.5133333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_future_only,rich_scalars_only,0.6959516178266177,0.0392908739389999,0.33669386661201,0.0206728072655618,0.2323663375207158,0.043977733501999,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,2.920634920634921,3.2465986394557818,0.4669862146015955,0.4866666666666666
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_scaffold_source_purged,ecfp_absdiff_xgb,0.553131571360738,0.0156948173789714,0.2640608998201408,0.0162168299051361,0.0103780865896046,0.021048630240904,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,6.023809523809523,2.777210884353741,0.3922972795133125,0.4599999999999999
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_scaffold_source_purged,extratrees_scalars,0.5527086725003392,0.0314595467776719,0.188874398094493,0.0247850047143096,0.0554976908647739,0.0679884066402899,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,1.0952380952380951,1.5646258503401358,0.2258284100240748,0.24
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_scaffold_source_purged,rich_diff_scalars,0.6516956230497897,0.0281186862999294,0.3020582188924925,0.0160818411512592,0.2277336365557312,0.0083773524318184,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,3.468253968253968,3.4421768707483,0.4473662649311059,0.5133333333333333
Remaining P0-P1,Remaining P0-P1,default,chembl_future_after_2015_scaffold_source_purged,rich_scalars_only,0.6959516178266177,0.0392908739389999,0.33669386661201,0.0206728072655618,0.2323663375207158,0.043977733501999,3,10374.0,1104.0,1.0,1.0,0.0,0.0,0.0,2.920634920634921,3.2465986394557818,0.4669862146015955,0.4866666666666666
